peak_name,text,text_list,peak_loc,text_set,target
Splyna,"Splyna, with its snow-capped summit, is a paradise for mountaineers seeking thrilling adventures.","['Splyna', ',', 'with', 'its', 'snow', 'capped', 'summit', ',', 'is', 'a', 'paradise', 'for', 'mountaineers', 'seeking', 'thrilling', 'adventures', '.']","(0, 6)","[('Splyna', 0), (',', 6), ('with', 8), ('its', 13), ('snow', 17), ('capped', 22), ('summit', 29), (',', 35), ('is', 37), ('a', 40), ('paradise', 42), ('for', 51), ('mountaineers', 55), ('seeking', 68), ('thrilling', 76), ('adventures', 86), ('.', 96)]","[1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]"
Dobzhana,"Dobzhana is a hidden gem, nestled among rolling hills and offering solitude to those who dare to explore its trails.","['Dobzhana', 'is', 'a', 'hidden', 'gem', ',', 'nestled', 'among', 'rolling', 'hills', 'and', 'offering', 'solitude', 'to', 'those', 'who', 'dare', 'to', 'explore', 'its', 'trails', '.']","(0, 8)","[('Dobzhana', 0), ('is', 9), ('a', 12), ('hidden', 14), ('gem', 21), (',', 24), ('nestled', 26), ('among', 34), ('rolling', 40), ('hills', 48), ('and', 54), ('offering', 58), ('solitude', 67), ('to', 76), ('those', 79), ('who', 85), ('dare', 89), ('to', 94), ('explore', 97), ('its', 105), ('trails', 109), ('.', 115)]","[1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]"
Chystyi Verkh,"Chystyi Verkh, known for its pristine beauty, beckons nature lovers to immerse themselves in its tranquil ambiance.","['Chystyi', 'Verkh', ',', 'known', 'for', 'its', 'pristine', 'beauty', ',', 'beckons', 'nature', 'lovers', 'to', 'immerse', 'themselves', 'in', 'its', 'tranquil', 'ambiance', '.']","(0, 13)","[('Chystyi', 0), ('Verkh', 8), (',', 13), ('known', 15), ('for', 21), ('its', 25), ('pristine', 29), ('beauty', 38), (',', 44), ('beckons', 46), ('nature', 54), ('lovers', 61), ('to', 68), ('immerse', 71), ('themselves', 79), ('in', 90), ('its', 93), ('tranquil', 97), ('ambiance', 106), ('.', 114)]","[1, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]"
Mala Vizhen,"Mala Vizhen, a lesser-known peak, surprises hikers with its enchanting alpine meadows and colorful wildflowers.","['Mala', 'Vizhen', ',', 'a', 'lesser', 'known', 'peak', ',', 'surprises', 'hikers', 'with', 'its', 'enchanting', 'alpine', 'meadows', 'and', 'colorful', 'wildflowers', '.']","(0, 11)","[('Mala', 0), ('Vizhen', 5), (',', 11), ('a', 13), ('lesser', 15), ('known', 22), ('peak', 28), (',', 32), ('surprises', 34), ('hikers', 44), ('with', 51), ('its', 56), ('enchanting', 60), ('alpine', 71), ('meadows', 78), ('and', 86), ('colorful', 90), ('wildflowers', 99), ('.', 110)]","[1, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]"
Prapor,"Prapor, adorned with rocky cliffs and cascading waterfalls, is a sight to behold for adventure enthusiasts.","['Prapor', ',', 'adorned', 'with', 'rocky', 'cliffs', 'and', 'cascading', 'waterfalls', ',', 'is', 'a', 'sight', 'to', 'behold', 'for', 'adventure', 'enthusiasts', '.']","(0, 6)","[('Prapor', 0), (',', 6), ('adorned', 8), ('with', 16), ('rocky', 21), ('cliffs', 27), ('and', 34), ('cascading', 38), ('waterfalls', 48), (',', 58), ('is', 60), ('a', 63), ('sight', 65), ('to', 71), ('behold', 74), ('for', 81), ('adventure', 85), ('enthusiasts', 95), ('.', 106)]","[1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]"
Losivka,"Losivka, with its challenging terrain and panoramic vistas, attracts thrill-seekers in search of an adrenaline rush.","['Losivka', ',', 'with', 'its', 'challenging', 'terrain', 'and', 'panoramic', 'vistas', ',', 'attracts', 'thrill', 'seekers', 'in', 'search', 'of', 'an', 'adrenaline', 'rush', '.']","(0, 7)","[('Losivka', 0), (',', 7), ('with', 9), ('its', 14), ('challenging', 18), ('terrain', 30), ('and', 38), ('panoramic', 42), ('vistas', 52), (',', 58), ('attracts', 60), ('thrill', 69), ('seekers', 76), ('in', 84), ('search', 87), ('of', 94), ('an', 97), ('adrenaline', 100), ('rush', 111), ('.', 115)]","[1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]"
Melnychna,"Melnychna is a haven for avid climbers, offering a variety of routes that test their skills and endurance.","['Melnychna', 'is', 'a', 'haven', 'for', 'avid', 'climbers', ',', 'offering', 'a', 'variety', 'of', 'routes', 'that', 'test', 'their', 'skills', 'and', 'endurance', '.']","(0, 9)","[('Melnychna', 0), ('is', 10), ('a', 13), ('haven', 15), ('for', 21), ('avid', 25), ('climbers', 30), (',', 38), ('offering', 40), ('a', 49), ('variety', 51), ('of', 59), ('routes', 62), ('that', 69), ('test', 74), ('their', 79), ('skills', 85), ('and', 92), ('endurance', 96), ('.', 105)]","[1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]"
Cherleny,"Cherleny, shrouded in mist and mystery, evokes a sense of wonder and awe among those who venture to its summit.","['Cherleny', ',', 'shrouded', 'in', 'mist', 'and', 'mystery', ',', 'evokes', 'a', 'sense', 'of', 'wonder', 'and', 'awe', 'among', 'those', 'who', 'venture', 'to', 'its', 'summit', '.']","(0, 8)","[('Cherleny', 0), (',', 8), ('shrouded', 10), ('in', 19), ('mist', 22), ('and', 27), ('mystery', 31), (',', 38), ('evokes', 40), ('a', 47), ('sense', 49), ('of', 55), ('wonder', 58), ('and', 65), ('awe', 69), ('among', 73), ('those', 79), ('who', 85), ('venture', 89), ('to', 97), ('its', 100), ('summit', 104), ('.', 110)]","[1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]"
Volkhovny,"Volkhovny, surrounded by dense forests and serene lakes, provides a serene retreat for nature enthusiasts.","['Volkhovny', ',', 'surrounded', 'by', 'dense', 'forests', 'and', 'serene', 'lakes', ',', 'provides', 'a', 'serene', 'retreat', 'for', 'nature', 'enthusiasts', '.']","(0, 9)","[('Volkhovny', 0), (',', 9), ('surrounded', 11), ('by', 22), ('dense', 25), ('forests', 31), ('and', 39), ('serene', 43), ('lakes', 50), (',', 55), ('provides', 57), ('a', 66), ('serene', 68), ('retreat', 75), ('for', 83), ('nature', 87), ('enthusiasts', 94), ('.', 105)]","[1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]"
Krovyshche,Krovyshche's rugged beauty and challenging trails make it a favorite among experienced mountaineers.,"[""Krovyshche's"", 'rugged', 'beauty', 'and', 'challenging', 'trails', 'make', 'it', 'a', 'favorite', 'among', 'experienced', 'mountaineers', '.']","(0, 10)","[(""Krovyshche's"", 0), ('rugged', 13), ('beauty', 20), ('and', 27), ('challenging', 31), ('trails', 43), ('make', 50), ('it', 55), ('a', 58), ('favorite', 60), ('among', 69), ('experienced', 75), ('mountaineers', 87), ('.', 99)]","[1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]"
Orlynyi Zlit,"Orlynyi Zlit, with its soaring peaks and breathtaking vistas, offers an unforgettable mountaineering experience.","['Orlynyi', 'Zlit', ',', 'with', 'its', 'soaring', 'peaks', 'and', 'breathtaking', 'vistas', ',', 'offers', 'an', 'unforgettable', 'mountaineering', 'experience', '.']","(0, 12)","[('Orlynyi', 0), ('Zlit', 8), (',', 12), ('with', 14), ('its', 19), ('soaring', 23), ('peaks', 31), ('and', 37), ('breathtaking', 41), ('vistas', 54), (',', 60), ('offers', 62), ('an', 69), ('unforgettable', 72), ('mountaineering', 86), ('experience', 101), ('.', 111)]","[1, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]"
Ankita,Ankita's towering heights and jagged cliffs make it a paradise for rock climbers seeking an adrenaline-filled adventure.,"[""Ankita's"", 'towering', 'heights', 'and', 'jagged', 'cliffs', 'make', 'it', 'a', 'paradise', 'for', 'rock', 'climbers', 'seeking', 'an', 'adrenaline', 'filled', 'adventure', '.']","(0, 6)","[(""Ankita's"", 0), ('towering', 9), ('heights', 18), ('and', 26), ('jagged', 30), ('cliffs', 37), ('make', 44), ('it', 49), ('a', 52), ('paradise', 54), ('for', 63), ('rock', 67), ('climbers', 72), ('seeking', 81), ('an', 89), ('adrenaline', 92), ('filled', 103), ('adventure', 110), ('.', 119)]","[1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]"
Hlynka,"Hlynka, with its gentle slopes and picturesque valleys, is a perfect destination for a leisurely hike.","['Hlynka', ',', 'with', 'its', 'gentle', 'slopes', 'and', 'picturesque', 'valleys', ',', 'is', 'a', 'perfect', 'destination', 'for', 'a', 'leisurely', 'hike', '.']","(0, 6)","[('Hlynka', 0), (',', 6), ('with', 8), ('its', 13), ('gentle', 17), ('slopes', 24), ('and', 31), ('picturesque', 35), ('valleys', 47), (',', 54), ('is', 56), ('a', 59), ('perfect', 61), ('destination', 69), ('for', 81), ('a', 85), ('leisurely', 87), ('hike', 97), ('.', 101)]","[1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]"
Zhlobky,Zhlobky's rugged and untamed wilderness attracts intrepid explorers in search of off-the-beaten-path adventures.,"[""Zhlobky's"", 'rugged', 'and', 'untamed', 'wilderness', 'attracts', 'intrepid', 'explorers', 'in', 'search', 'of', 'off', 'the', 'beaten', 'path', 'adventures', '.']","(0, 7)","[(""Zhlobky's"", 0), ('rugged', 10), ('and', 17), ('untamed', 21), ('wilderness', 29), ('attracts', 40), ('intrepid', 49), ('explorers', 58), ('in', 68), ('search', 71), ('of', 78), ('off', 81), ('the', 85), ('beaten', 89), ('path', 96), ('adventures', 101), ('.', 111)]","[1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]"
Kachera,Kachera's imposing presence and challenging trails make it a favorite among experienced mountaineers.,"[""Kachera's"", 'imposing', 'presence', 'and', 'challenging', 'trails', 'make', 'it', 'a', 'favorite', 'among', 'experienced', 'mountaineers', '.']","(0, 7)","[(""Kachera's"", 0), ('imposing', 10), ('presence', 19), ('and', 28), ('challenging', 32), ('trails', 44), ('make', 51), ('it', 56), ('a', 59), ('favorite', 61), ('among', 70), ('experienced', 76), ('mountaineers', 88), ('.', 100)]","[1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]"
Krulyky,"Krulyky, with its dramatic rock formations and panoramic views, offers a thrilling experience for avid hikers.","['Krulyky', ',', 'with', 'its', 'dramatic', 'rock', 'formations', 'and', 'panoramic', 'views', ',', 'offers', 'a', 'thrilling', 'experience', 'for', 'avid', 'hikers', '.']","(0, 7)","[('Krulyky', 0), (',', 7), ('with', 9), ('its', 14), ('dramatic', 18), ('rock', 27), ('formations', 32), ('and', 43), ('panoramic', 47), ('views', 57), (',', 62), ('offers', 64), ('a', 71), ('thrilling', 73), ('experience', 83), ('for', 94), ('avid', 98), ('hikers', 103), ('.', 109)]","[1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]"
Zvyankova,"Zvyankova, with its stunning alpine landscapes and crystal-clear lakes, is a true paradise for nature lovers.","['Zvyankova', ',', 'with', 'its', 'stunning', 'alpine', 'landscapes', 'and', 'crystal', 'clear', 'lakes', ',', 'is', 'a', 'true', 'paradise', 'for', 'nature', 'lovers', '.']","(0, 9)","[('Zvyankova', 0), (',', 9), ('with', 11), ('its', 16), ('stunning', 20), ('alpine', 29), ('landscapes', 36), ('and', 37), ('crystal', 51), ('clear', 59), ('lakes', 65), (',', 70), ('is', 72), ('a', 75), ('true', 77), ('paradise', 82), ('for', 91), ('nature', 95), ('lovers', 102), ('.', 108)]","[1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]"
Mikhalkov,Mikhalkov's snow-capped peaks and pristine glaciers make it a dream destination for mountaineering enthusiasts.,"[""Mikhalkov's"", 'snow', 'capped', 'peaks', 'and', 'pristine', 'glaciers', 'make', 'it', 'a', 'dream', 'destination', 'for', 'mountaineering', 'enthusiasts', '.']","(0, 9)","[(""Mikhalkov's"", 0), ('snow', 12), ('capped', 17), ('peaks', 24), ('and', 30), ('pristine', 34), ('glaciers', 43), ('make', 52), ('it', 57), ('a', 60), ('dream', 62), ('destination', 68), ('for', 80), ('mountaineering', 84), ('enthusiasts', 99), ('.', 110)]","[1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]"
Cherten,The Cherten peak offers breathtaking views of the surrounding valleys and forests.,"['The', 'Cherten', 'peak', 'offers', 'breathtaking', 'views', 'of', 'the', 'surrounding', 'valleys', 'and', 'forests', '.']","(4, 11)","[('The', 0), ('Cherten', 4), ('peak', 12), ('offers', 17), ('breathtaking', 24), ('views', 37), ('of', 43), ('the', 46), ('surrounding', 50), ('valleys', 62), ('and', 70), ('forests', 74), ('.', 81)]","[0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]"
Zabuy,Zabuy is a majestic mountain with rocky cliffs and lush green meadows.,"['Zabuy', 'is', 'a', 'majestic', 'mountain', 'with', 'rocky', 'cliffs', 'and', 'lush', 'green', 'meadows', '.']","(0, 5)","[('Zabuy', 0), ('is', 6), ('a', 9), ('majestic', 11), ('mountain', 20), ('with', 29), ('rocky', 34), ('cliffs', 40), ('and', 47), ('lush', 51), ('green', 56), ('meadows', 62), ('.', 69)]","[1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]"
Oleksiyivska,Oleksiyivska stands tall with its snow-capped peaks and is a popular destination for hikers and climbers.,"['Oleksiyivska', 'stands', 'tall', 'with', 'its', 'snow', 'capped', 'peaks', 'and', 'is', 'a', 'popular', 'destination', 'for', 'hikers', 'and', 'climbers', '.']","(0, 12)","[('Oleksiyivska', 0), ('stands', 13), ('tall', 20), ('with', 25), ('its', 30), ('snow', 34), ('capped', 39), ('peaks', 46), ('and', 52), ('is', 56), ('a', 59), ('popular', 61), ('destination', 69), ('for', 81), ('hikers', 85), ('and', 92), ('climbers', 96), ('.', 104)]","[1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]"
Ostryi Verkh,Ostryi Verkh is known for its steep slopes and challenging hiking trails.,"['Ostryi', 'Verkh', 'is', 'known', 'for', 'its', 'steep', 'slopes', 'and', 'challenging', 'hiking', 'trails', '.']","(0, 12)","[('Ostryi', 0), ('Verkh', 7), ('is', 13), ('known', 16), ('for', 22), ('its', 26), ('steep', 30), ('slopes', 36), ('and', 43), ('challenging', 47), ('hiking', 59), ('trails', 66), ('.', 72)]","[1, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]"
Vaha,Vaha is a serene mountain with peaceful streams and picturesque landscapes.,"['Vaha', 'is', 'a', 'serene', 'mountain', 'with', 'peaceful', 'streams', 'and', 'picturesque', 'landscapes', '.']","(0, 4)","[('Vaha', 0), ('is', 5), ('a', 8), ('serene', 10), ('mountain', 17), ('with', 26), ('peaceful', 31), ('streams', 40), ('and', 48), ('picturesque', 52), ('landscapes', 64), ('.', 74)]","[1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]"
Lyalyel-Oba,"Lyalyel-Oba is a hidden gem, offering stunning views of the surrounding valleys.","['Lyalyel', 'Oba', 'is', 'a', 'hidden', 'gem', ',', 'offering', 'stunning', 'views', 'of', 'the', 'surrounding', 'valleys', '.']","(0, 11)","[('Lyalyel', 0), ('Oba', 8), ('is', 12), ('a', 15), ('hidden', 17), ('gem', 24), (',', 27), ('offering', 29), ('stunning', 38), ('views', 47), ('of', 53), ('the', 56), ('surrounding', 60), ('valleys', 72), ('.', 79)]","[1, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]"
Irta,Irta is a rugged mountain with rocky terrain and a diverse range of flora and fauna.,"['Irta', 'is', 'a', 'rugged', 'mountain', 'with', 'rocky', 'terrain', 'and', 'a', 'diverse', 'range', 'of', 'flora', 'and', 'fauna', '.']","(0, 4)","[('Irta', 0), ('is', 5), ('a', 8), ('rugged', 10), ('mountain', 17), ('with', 26), ('rocky', 31), ('terrain', 37), ('and', 45), ('a', 45), ('diverse', 51), ('range', 59), ('of', 65), ('flora', 68), ('and', 74), ('fauna', 78), ('.', 83)]","[1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]"
Kicherka,"Kicherka is a paradise for adventure enthusiasts, with its thrilling rock climbing routes.","['Kicherka', 'is', 'a', 'paradise', 'for', 'adventure', 'enthusiasts', ',', 'with', 'its', 'thrilling', 'rock', 'climbing', 'routes', '.']","(0, 8)","[('Kicherka', 0), ('is', 9), ('a', 12), ('paradise', 14), ('for', 23), ('adventure', 27), ('enthusiasts', 37), (',', 48), ('with', 50), ('its', 55), ('thrilling', 59), ('rock', 69), ('climbing', 74), ('routes', 83), ('.', 89)]","[1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]"
Marosh,"Marosh is a mystical mountain, shrouded in legends and folklore.","['Marosh', 'is', 'a', 'mystical', 'mountain', ',', 'shrouded', 'in', 'legends', 'and', 'folklore', '.']","(0, 6)","[('Marosh', 0), ('is', 7), ('a', 10), ('mystical', 12), ('mountain', 21), (',', 29), ('shrouded', 31), ('in', 40), ('legends', 43), ('and', 51), ('folklore', 55), ('.', 63)]","[1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]"
Bouluv,"Bouluv is a tranquil mountain retreat, perfect for those seeking solitude and peace.","['Bouluv', 'is', 'a', 'tranquil', 'mountain', 'retreat', ',', 'perfect', 'for', 'those', 'seeking', 'solitude', 'and', 'peace', '.']","(0, 6)","[('Bouluv', 0), ('is', 7), ('a', 10), ('tranquil', 12), ('mountain', 21), ('retreat', 30), (',', 37), ('perfect', 39), ('for', 47), ('those', 51), ('seeking', 57), ('solitude', 65), ('and', 74), ('peace', 78), ('.', 83)]","[1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]"
Varatyk,Varatyk is a challenging peak that attracts experienced mountaineers from around the world.,"['Varatyk', 'is', 'a', 'challenging', 'peak', 'that', 'attracts', 'experienced', 'mountaineers', 'from', 'around', 'the', 'world', '.']","(0, 7)","[('Varatyk', 0), ('is', 8), ('a', 11), ('challenging', 13), ('peak', 25), ('that', 30), ('attracts', 35), ('experienced', 44), ('mountaineers', 56), ('from', 69), ('around', 74), ('the', 81), ('world', 85), ('.', 90)]","[1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]"
Tarkes-Oba,Tarkes-Oba is a scenic mountain with rolling hills and vibrant wildflowers.,"['Tarkes', 'Oba', 'is', 'a', 'scenic', 'mountain', 'with', 'rolling', 'hills', 'and', 'vibrant', 'wildflowers', '.']","(0, 10)","[('Tarkes', 0), ('Oba', 7), ('is', 11), ('a', 14), ('scenic', 16), ('mountain', 23), ('with', 32), ('rolling', 37), ('hills', 45), ('and', 51), ('vibrant', 55), ('wildflowers', 63), ('.', 74)]","[1, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]"
Afenek,Afenek offers panoramic views of the surrounding valleys and distant peaks.,"['Afenek', 'offers', 'panoramic', 'views', 'of', 'the', 'surrounding', 'valleys', 'and', 'distant', 'peaks', '.']","(0, 6)","[('Afenek', 0), ('offers', 7), ('panoramic', 14), ('views', 24), ('of', 30), ('the', 33), ('surrounding', 37), ('valleys', 49), ('and', 57), ('distant', 61), ('peaks', 69), ('.', 74)]","[1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]"
Tau-Bashy,Tau-Bashy is a towering mountain with breathtaking vistas and a rich biodiversity.,"['Tau', 'Bashy', 'is', 'a', 'towering', 'mountain', 'with', 'breathtaking', 'vistas', 'and', 'a', 'rich', 'biodiversity', '.']","(0, 9)","[('Tau', 0), ('Bashy', 4), ('is', 10), ('a', 13), ('towering', 15), ('mountain', 24), ('with', 33), ('breathtaking', 38), ('vistas', 51), ('and', 58), ('a', 58), ('rich', 64), ('biodiversity', 69), ('.', 81)]","[1, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]"
Dol,Dol is a picturesque mountain with cascading waterfalls and lush green valleys.,"['Dol', 'is', 'a', 'picturesque', 'mountain', 'with', 'cascading', 'waterfalls', 'and', 'lush', 'green', 'valleys', '.']","(0, 3)","[('Dol', 0), ('is', 4), ('a', 7), ('picturesque', 9), ('mountain', 21), ('with', 30), ('cascading', 35), ('waterfalls', 45), ('and', 56), ('lush', 60), ('green', 65), ('valleys', 71), ('.', 78)]","[1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]"
Ursova,Ursova is a majestic peak that commands awe and admiration from all who visit.,"['Ursova', 'is', 'a', 'majestic', 'peak', 'that', 'commands', 'awe', 'and', 'admiration', 'from', 'all', 'who', 'visit', '.']","(0, 6)","[('Ursova', 0), ('is', 7), ('a', 10), ('majestic', 12), ('peak', 21), ('that', 26), ('commands', 31), ('awe', 40), ('and', 44), ('admiration', 48), ('from', 59), ('all', 64), ('who', 68), ('visit', 72), ('.', 77)]","[1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]"
Velyka Yasinivka,Velyka Yasinivka is a peaceful mountain village nestled at the foot of towering peaks.,"['Velyka', 'Yasinivka', 'is', 'a', 'peaceful', 'mountain', 'village', 'nestled', 'at', 'the', 'foot', 'of', 'towering', 'peaks', '.']","(0, 16)","[('Velyka', 0), ('Yasinivka', 7), ('is', 17), ('a', 20), ('peaceful', 22), ('mountain', 31), ('village', 40), ('nestled', 48), ('at', 56), ('the', 59), ('foot', 63), ('of', 68), ('towering', 71), ('peaks', 80), ('.', 85)]","[1, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]"
Rivna Hora,"Rivna Hora is a popular destination for nature lovers, with its diverse wildlife and scenic trails.","['Rivna', 'Hora', 'is', 'a', 'popular', 'destination', 'for', 'nature', 'lovers', ',', 'with', 'its', 'diverse', 'wildlife', 'and', 'scenic', 'trails', '.']","(0, 10)","[('Rivna', 0), ('Hora', 6), ('is', 11), ('a', 14), ('popular', 16), ('destination', 24), ('for', 36), ('nature', 40), ('lovers', 47), (',', 53), ('with', 55), ('its', 60), ('diverse', 64), ('wildlife', 72), ('and', 81), ('scenic', 85), ('trails', 92), ('.', 98)]","[1, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]"
Osi-Harb,Osi-Harb is a challenging mountain that rewards hikers with stunning panoramic views.,"['Osi', 'Harb', 'is', 'a', 'challenging', 'mountain', 'that', 'rewards', 'hikers', 'with', 'stunning', 'panoramic', 'views', '.']","(0, 8)","[('Osi', 0), ('Harb', 4), ('is', 9), ('a', 12), ('challenging', 14), ('mountain', 26), ('that', 35), ('rewards', 40), ('hikers', 48), ('with', 55), ('stunning', 60), ('panoramic', 69), ('views', 79), ('.', 84)]","[1, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]"
